X,Y,Height_Ft,Name,Trail,Poplarity,Pitches,Comments,File_path,Difficulty,Anchors,ClimbClass,Descent,Fixed_Gear,Type,ID
-108.7189503,39.08902233,200,Crack Of Noon Tower,Monument Trail,2,2,,P:\Photos\Climbing Survey 2014\MCTW07.JPG,5.10+,2,3,Rappel/Lower,No,trad,MCTW07
-108.6611666,39.04640057,210,Man-Eater,Monument Bench,1,3,No anchor visible,P:\Photos\Climbing Survey 2014\MBTE17.JPG,5.10+,0,2,Rappel/Lower,Yes,trad,MBTE17
-108.7011121,39.03661241,60,Mai Tai,Upper Ute,1,1,Two bolts anchor,P:\Photos\Climbing Survey 2014\UTBS05.JPG,5.10+,2,1,Rappel/Lower,Yes,trad,UTBS05
-108.68175,39.05520277,100,Unknown,Upper Ute,1,1,Bolts and webbing visible at top,P:\Photos\Climbing Survey 2014\UTBS12.JPG,5.10+,2,1,Rappel/Lower,Yes,trad,UTBS12
-108.7201543,39.07112286,220,Baby Squaw - Guano Y Mano,Monument Canyon Trail,1,3,2 sets of anchors,P:\Photos\Climbing Survey 2014\MCTW21.JPG,5.10+,4,2,Rappel/Lower,Yes,trad,MCTW21
-108.7192747,39.07546989,230,Coke Bottle - Slot With A View,Monument Canyon Trail,1,3,3 sets of anchors,P:\Photos\Climbing Survey 2014\MCTS22.JPG,5.10+,6,2,Rappel/Lower,Yes,trad,MCTS22
-108.7172424,39.09920794,120,Catchers Mitt,Monument Canyon Trail,3,2,2 sets ofanchors,P:\Photos\Climbing Survey 2014\MCBS32.JPG,5.10+,4,1,Rappel/Lower,Yes,trad,MCBS32
-108.7192234,39.09742081,120,Lightning Bolt Crack,Monument Canyon Trail,3,1,Variation of lightning bolt,P:\Photos\Climbing Survey 2014\MCBS35.JPG,5.10+,2,2,Rappel/Lower,Yes,trad,MCBS35
-108.7259914,39.09887574,250,The Wierd Fun,Rap In,1,3,Only one fixed anchor visuble,P:\Photos\Climbing Survey 2014\WCTN03.JPG,5.10+,2,2,Rappel/Lower,Yes,trad,WCTN03
-108.7333574,39.1160109,250,Oliver Perry Smith Buttress,Hike From Road,2,2,"2 anchor stations, 5 protection pieces",P:\Photos\Climbing Survey 2014\FCBS06.JPG,5.10+,4,1,Rappel/Lower,Yes,trad,FCBS06
-108.7138748,39.09931145,80,Big Foot,Monument Canyon Trail,1,1,2 bolts for anchors,P:\Photos\Climbing Survey 2014\MCBS24.JPG,5.10+,2,1,Rappel/Lower,Yes,trad,MCBS24
-108.6427539,39.03497845,80,Afterwork Cracks,Monument Bench Trail,1,1,Two climbs share anchors,,5.10+,2,1,Rappel/Lower,Yes,trad,CCBN15
-108.7228597,39.09609521,380,Slavery,Monument Canyon Trail,1,5,Drilled angle for anchors x3,P:\Photos\Climbing Survey 2014\MCBN43.JPG,5.10+ A3,6,4,Rappel/Lower,Yes,aid,MCBN43
-108.7170104,39.09922568,300,As Above So Below,Monument Canyon Trail,1,3,6 protection bolt 3rd pitch  3 sets ofanchors,P:\Photos\Climbing Survey 2014\MCBS29.JPG,5.10+ C1,6,2,Rappel/Lower,Yes,aid,MCBS29
-108.7262581,39.09870288,320,Pipe Organ Spire,Rappel,1,3,5 old 1/4 bolts,P:\Photos\Climbing Survey 2014\WCTN05.JPG,5.10+ C1+,4,2,Rappel/Lower,Yes,aid,WCTN05
-108.6882844,39.04977931,400,Safeway Tower- Five Finger Discount,Upper Ute,1,4,Many drilled angle for protection and anchors,P:\Photos\Climbing Survey 2014\UTBS10.JPG,5.10+ C2,6,3,Rappel/Lower,Yes,aid,UTBS10
-108.7039083,39.03385598,180,Slice And Jive,Rap From Road Or Ute Canyon Trail,2,1,,,5.11,2,1,Rappel/Lower,Yes,trad,UCBE05
-108.7226183,39.09064563,430,"Relics, Grand View Tower",Monument Trail,4,5,"5 sets of anchors, drilled angles",P:\Photos\Climbing Survey 2014\MCTS09.JPG,5.11 A3,10,4,Rappel/Lower,Yes,aid,MCTS09
-108.7226807,39.09585216,500,Sundial Dihedral,Monument Canyon Trail,1,6,Drilled angle for anchors. bolt ladder last pitch,P:\Photos\Climbing Survey 2014\MCBN50.JPG,5.11 C1,10,4,Rappel/Lower,Yes,aid,MCBN50
-108.6991893,39.08782878,400,Ride The Lightning,Gold Star Canyon Trail,2,4,3 sets of anchors bolts,P:\Photos\Climbing Survey 2014\GCBE01.JPG,5.11 C1+,6,3,Rappel/Lower,Yes,aid,GCBE01
-108.7039056,39.0336503,190,Osama's Mama,Rap From Road Or Ute Canyon Trail,2,1,,,5.11 C2 R,2,1,Rappel/Lower,Yes,aid,UCBE04
-108.7183221,39.08922437,360,Big Hetti,Monument Trail,2,5,"2 sets of anchors, 1/4 inch bolts",P:\Photos\Climbing Survey 2014\MCTE10.JPG,5.11 R X,0,3,Rappel/Lower,Yes,trad,MCTE10
-108.6673282,39.05573203,60,Whirling Dervish,Liberty Cap,2,1,3 bolts. chain around tree for anchor,P:\Photos\Climbing Survey 2014\LCBS15.JPG,5.11-,0,1,Rappel/Lower,Yes,mixed,LCBS15
-108.6632264,39.01357465,90,To Bolt Or Not To Have Fun,No Thoroughfare Trail,1,1,3 protection bolt  webbing around tree,P:\Photos\Climbing Survey 2014\NTBE22.JPG,5.11-,0,1,Rappel/Lower,Yes,mixed,NTBE22
-108.6547946,39.01856716,80,Master Chamber,N/A,4,1,Chain anchor visible.,P:\Photos\Climbing Survey 2014\NTBE11.JPG,5.11-,2,1,Rappel/Lower,Yes,trad,NTBE11
-108.6590974,39.01719889,85,Desert Fox,N/A,1,1,Anchor visible with chain,P:\Photos\Climbing Survey 2014\NTBS16.JPG,5.11-,2,1,Rappel/Lower,Yes,trad,NTBS16
-108.6667843,39.05619257,100,Kokopelli,Liberty Cap,5,1,Bolted anchors with chains,P:\Photos\Climbing Survey 2014\LCBN06.JPG,5.11-,2,1,Rappel/Lower,Yes,trad,LCBN06
-108.6668135,39.05554872,70,Cool Breeze,Liberty Cap,4,1,2 bolts and chain anchors,P:\Photos\Climbing Survey 2014\LCBE12.JPG,5.11-,2,1,Rappel/Lower,Yes,trad,LCBE12
-108.6775102,39.06989142,450,Tom Stubbs Memorial Route,Liberty Cap To Monument Bench,3,4,Three anchor station with webbing. one protection bolt on 3rd pitch,P:\Photos\Climbing Survey 2014\TTTE03.JPG,5.11-,6,3,Rappel/Lower,Yes,trad,TTTE03
-108.684959,39.07711218,105,Dissapear/Reappear,Liberty Cap To Monument Bench,3,1,Two bolts 105ft,P:\Photos\Climbing Survey 2014\MBBE15.JPG,5.11-,2,1,Rappel/Lower,Yes,trad,MBBE15
-108.7186874,39.08903815,500,"Long Dong Wall, Kissing Couple (A.K.A. Bell Tower)",Monument Trail,5,6,6 sets of anchors. other mixed bolts and pitons,P:\Photos\Climbing Survey 2014\MCTW06.JPG,5.11-,12,3,Rappel/Lower,Yes,trad,MCTW06
-108.7173819,39.07896105,80,Not Much Upstairs,Upper Monument Canyon Trail,1,1,Two bolts with webbing anchor,P:\Photos\Climbing Survey 2014\MCTS01.JPG,5.11-,6,1,Rappel/Lower,Yes,trad,MCTS01
-108.7193339,39.09741708,120,Wizard,Monument Canyon Trail,3,1,Bolts for anchors,P:\Photos\Climbing Survey 2014\MCBS36.JPG,5.11-,2,1,Rappel/Lower,Yes,trad,MCBS36
-108.7199067,39.09726782,100,Winter Solstice,Monument Canyon Trail,1,1,Bolts for anchors,P:\Photos\Climbing Survey 2014\MCBS37.JPG,5.11-,2,1,Rappel/Lower,Yes,trad,MCBS37
-108.6316947,39.02540491,60,Last Taco,Devils Kitchen Trail,3,1,Ugly slings on bench,P:\Photos\Climbing Survey 2014\DKTN02.JPG,5.11-,2,1,Rappel/Lower,Yes,trad,DKTN02
-108.6640871,39.01371737,200,On The Edge,No Thoroughfare Trail,1,3,Two bolt anchor and chains,P:\Photos\Climbing Survey 2014\NTBE24.JPG,5.11+,2,2,Rappel/Lower,Yes,trad,NTBE24
-108.6590028,39.01719937,80,Desert Rose,N/A,1,1,Anchor visible with chain,P:\Photos\Climbing Survey 2014\NTBS15.JPG,5.11+,2,1,Rappel/Lower,Yes,trad,NTBS15
-108.666996,39.05558819,70,Never Cry Wolf,Liberty Cap,4,1,2 bolts and chain anchors,P:\Photos\Climbing Survey 2014\LCBE13.JPG,5.11+,2,1,Rappel/Lower,Yes,trad,LCBE13
-108.6771195,39.06858327,100,Calcite Finger Crack,Liberty Cap To Monument Bench,2,1,Two bolts at top,P:\Photos\Climbing Survey 2014\TTBE06.JPG,5.11+,2,1,Rappel/Lower,Yes,trad,TTBE06
-108.677576,39.06993661,90,Unknown,Liberty Cap To Monument Bench,3,1,Bolts at anchor,P:\Photos\Climbing Survey 2014\TTTE04.JPG,5.11+,2,1,Rappel/Lower,Yes,trad,TTTE04
-108.7017982,39.0377119,90,99 Feet Of Joy,Upper Ute,1,1,Two drilled angle anchor visible,P:\Photos\Climbing Survey 2014\UTBS03.JPG,5.11+,2,1,Rappel/Lower,Yes,trad,UTBS03
-108.7017571,39.03756146,115,Buzz Kill,Upper Ute,1,1,Bolt at 35ft two bolts anchor,P:\Photos\Climbing Survey 2014\UTBS04.JPG,5.11+,2,1,Rappel/Lower,Yes,trad,UTBS04
-108.6997235,39.03532135,115,Ute The Man,Upper Ute,1,1,Two bolts anchor,P:\Photos\Climbing Survey 2014\UTBS08.JPG,5.11+,2,1,Rappel/Lower,Yes,trad,UTBS08
-108.6813418,39.05535507,100,Unknown,Upper Ute,1,2,Bolts and webbing visible looks like there is a second pitch,P:\Photos\Climbing Survey 2014\UTBS14.JPG,5.11+,2,1,Rappel/Lower,Yes,trad,UTBS14
-108.7033144,39.09367506,300,Circques Voltaire,Monument Bench,1,3,3 sets ofanchors 300ft long,P:\Photos\Climbing Survey 2014\MBBE04.JPG,5.11+,6,2,Rappel/Lower,Yes,trad,MBBE04
-108.7170786,39.078885,450,Heavy Load,Monument Canyon Trail,1,3,3 sets of anchors,P:\Photos\Climbing Survey 2014\MCTS04.JPG,5.11+,4,1,Walk off,Yes,trad,MCTS04
-108.718702,39.098199,200,Step Brothers,Monument Canyon Trail,3,2,2 sets ofanchors 2 drilled angle for protection 0n 2nd pitch.,P:\Photos\Climbing Survey 2014\MCBS33.JPG,5.11+,4,1,Rappel/Lower,Yes,trad,MCBS33
-108.719232,39.0974379,400,Desert Solitare,Monument Canyon Trail,3,4,3 sets of anchors,P:\Photos\Climbing Survey 2014\MCBS34.JPG,5.11+,6,2,Rappel/Lower,Yes,trad,MCBS34
-108.725755,39.09876853,320,Pipe Dream,Rappel In,1,5,4 anchor sets. 3 protection bolt,P:\Photos\Climbing Survey 2014\WCTS02.JPG,5.11+,8,3,Rappel/Lower,Yes,trad,WCTS02
-108.7260864,39.10559909,200,Better Living Through Chemistry,Rappel In,2,2,2 sets of anchors visible 2 fixed pieces,P:\Photos\Climbing Survey 2014\WCTE06.JPG,5.11+,4,2,Rappel/Lower,Yes,trad,WCTE06
-108.7259987,39.1028703,223,Vision Quest,Rappel In,2,2,1 anchor set,P:\Photos\Climbing Survey 2014\WCTS08.JPG,5.11+,2,1,Rappel/Lower,Yes,trad,WCTS08
-108.6938184,39.08310152,200,Factotum,Gold Star Canyon Access,2,2,2 drilled angle for 1st pitch. 2 bolts for anchors at top of pitch 2,P:\Photos\Climbing Survey 2014\GSTW06.JPG,5.11+,4,2,Rappel/Lower,Yes,trad,GSTW06
-108.7336678,39.11566287,300,Harvest Moon,Hike From Road,3,3,3 sets of anchors,P:\Photos\Climbing Survey 2014\FCBE06.JPG,5.11+,6,1,Rappel/Lower,Yes,trad,FCBE06
-108.7376657,39.10786396,200,Midnight Rider,Hike From Balanced Rock,2,2,"7 bolts for protection,2 sets of anchors bolted",P:\Photos\Climbing Survey 2014\FCBS08.JPG,5.11+,4,1,Rappel/Lower,Yes,trad,FCBS08
-108.7139848,39.09922888,80,Route 4,Monument Canyon Trail,1,1,2 bolts for anchors,P:\Photos\Climbing Survey 2014\MCBS25.JPG,5.11+,2,1,Rappel/Lower,Yes,trad,MCBS25
-108.7237693,39.09543123,400,Ottos Chimney,Monument Canyon Trail,1,4,Drilled angle for anchors x2 with webbing,P:\Photos\Climbing Survey 2014\MCBN45.JPG,5.11+,4,2,Rappel/Lower,Yes,trad,MCBN45
-108.7273208,39.10283503,370,Lizards And Scorpians With Clouds In The Sky On A Tuesday,Bookcliff Overview Rap Down,3,3,3 drilled angles  3 anchor sets,P:\Photos\Climbing Survey 2014\WCBS01.jpg,5.11+,6,2,Walk off,Yes,trad,WCBS01
-108.7050411,39.03368016,90,Chubby Pug,Rap From Road Or Ute Canyon Trail,2,1,2 bolts and webbing,,5.11+,2,1,Rappel/Lower,Yes,trad,UCBS02
-108.6866985,39.07462257,100,Soren's Roof,Liberty Cap To Monument Bench,5,1,One protection bolt two bolt anchor,P:\Photos\Climbing Survey 2014\MBBE19.JPG,5.11+,0,1,Rappel/Lower,Yes,trad,MBBE19
-108.6567518,39.03713949,300,Jb Tower- Snake Charmer,Red Canyon Access,3,3,3 sets of anchors with webbing visible,P:\Photos\Climbing Survey 2014\CCTE05.JPG,5.11+ C1,6,1,Rappel/Lower,Yes,aid,CCTE05
-108.7358184,39.11046358,400,Ribbed Buttress,Hike From Balanced Rock,3,4,3 sets of anchors and 8 protection points,P:\Photos\Climbing Survey 2014\FCBS11.JPG,5.11+ C1,6,2,Rappel/Lower,Yes,aid,FCBS11
-108.655016,39.01865346,95,Pirahana,N/A,4,1,Chain anchor visible.,P:\Photos\Climbing Survey 2014\NTBE12.JPG,5.12-,2,1,Rappel/Lower,Yes,trad,NTBE12
-108.6667721,39.05606027,75,Osiris,Liberty Cap,5,1,Bolted anchors with chains,P:\Photos\Climbing Survey 2014\LCBN07.JPG,5.12-,2,1,Rappel/Lower,Yes,trad,LCBN07
-108.6774167,39.06805721,65,Tips Corner,Liberty Cap To Monument Bench,2,1,Two bolts at top,P:\Photos\Climbing Survey 2014\TTBE04.JPG,5.12-,2,1,Rappel/Lower,Yes,trad,TTBE04
-108.6845485,39.076231,60,Flapper,Liberty Cap To Monument Bench,5,1,Two bolts and chains 60ft,P:\Photos\Climbing Survey 2014\MBBE08.JPG,5.12-,2,1,Rappel/Lower,Yes,trad,MBBE08
-108.7214977,39.11175842,250,Spec One,Hiked From Road,2,3,One anchor set and 6 protection bolts,P:\Photos\Climbing Survey 2014\WCTE10.JPG,5.12+,2,2,Rappel/Lower,Yes,mixed,WCTE10
-108.6625985,39.01350149,40,Pain,No Thoroughfare Trail,1,1,2 drilled angles visible. webbing.,P:\Photos\Climbing Survey 2014\NTBE19.JPG,5.12+,2,1,Rappel/Lower,Yes,trad,NTBE19
-108.7170701,39.07887461,450,Get A Life,Monument Canyon Trail,1,5,Last pitch has 3 bolts; 5 sets of anchors,P:\Photos\Climbing Survey 2014\MCTS03.JPG,5.12+,0,1,Walk off,Yes,trad,MCTS03
-108.7050083,39.0336323,90,Pugnacious D,Rap From Road Or Ute Canyon Trail,2,1,2 bolts and webbing,,5.12+,2,1,Rappel/Lower,Yes,trad,UCBS03
-108.6844603,39.07642034,40,The Second Coming,Liberty Cap To Monument Bench,4,1,Two bolts and chains 40ft,P:\Photos\Climbing Survey 2014\MBBE11.JPG,5.13-,2,1,Rappel/Lower,Yes,trad,MBBE11
-108.6845122,39.07670096,100,Things Falling Apart,Liberty Cap To Monument Bench,3,1,Two bolts and chains 100ft,P:\Photos\Climbing Survey 2014\MBBE12.JPG,5.13-,2,1,Rappel/Lower,Yes,trad,MBBE12
-108.6860912,39.05177788,150,Walmart Tower- 12 Pack Of Tube Socks,Upper Ute,1,2,Drilled angle for anchors at the top,P:\Photos\Climbing Survey 2014\UTBS11.JPG,5.7 A1,2,1,Rappel/Lower,Yes,aid,UTBS11
-108.6607841,39.04653729,210,Sky Pilot,Monument Bench,1,3,Drilled angle visible with webbing 3 sets of anchors,P:\Photos\Climbing Survey 2014\MBTE13.JPG,5.7 A2,6,1,Rappel/Lower,Yes,aid,MBTE13
-108.7489434,39.11431156,120,Little Bighorn Pinnacle,Kodel's Canyon Trail,2,2,5 bolts for aiding. anchors on top,P:\Photos\Climbing Survey 2014\KCTN01.JPG,5.7 A2,2,3,Rappel/Lower,Yes,aid,KCTN01
-108.6632354,39.01356651,50,Layback,No Thoroughfare Trail,1,1,2 bolts,P:\Photos\Climbing Survey 2014\NTBE21.JPG,5.7+,2,1,Rappel/Lower,Yes,trad,NTBE21
-108.7093407,39.10163427,200,The Prow,Monument Canyon Trail,1,3,2 drilled angle for anchors one protection bolt,P:\Photos\Climbing Survey 2014\MCBS22.JPG,5.8 A1,2,2,Rappel/Lower,Yes,aid,MCBS22
-108.7230848,39.09077297,430,"Southwest Defile, Grand View Tower",Monument Trail,3,5,"5 sets of anchors with chains, 10 homemade bolts and drilled pitons.",P:\Photos\Climbing Survey 2014\MCTW10.JPG,5.8 A2,10,3,Rappel/Lower,Yes,aid,MCTW10
-108.7230837,39.09077367,430,"Southwest Defile Variation, Grand View Tower",Monument Trail,2,6,"5 sets of anchors with chains, 10 homemade bolts and drilled pitons.",P:\Photos\Climbing Survey 2014\MCTW11.JPG,5.8 A2,2,3,Rappel/Lower,Yes,aid,MCTW11
-108.7089354,39.09300228,250,Ottos Spire-Custodian Chimney,Monument Canyon Trail,1,2,Two sets of old anchors.,,5.8 A3,4,2,Rappel/Lower,Yes,aid,MCBW51
-108.6778525,39.07021296,400,Bazaar,Liberty Cap To Monument Bench,1,4,Old aid line difficult to tell route.,P:\Photos\Climbing Survey 2014\TTTE06.JPG,5.8 A3,0,3,Rappel/Lower,Yes,aid,TTTE06
-108.6807222,39.07122429,170,Jolly Tower Marital Bliss,Liberty Cap To Monument Bench,2,2,6 bolts on 2nd pitch.two drilled angle for top anchor,P:\Photos\Climbing Survey 2014\MBTE01.JPG,5.8 C1,4,1,Rappel/Lower,Yes,aid,MBTE01
-108.631915,39.02346493,60,Mouthful Of Sand,Devils Kitchen Trail,1,1,,P:\Photos\Climbing Survey 2014\DKTE07.JPG,5.8+,0,1,Walk off,No,trad,DKTE07
-108.6686301,39.01027234,143,Over The Edge Spire: Childs Play,No Thoroughfare Trail,1,2,3 drilled angle on top. empty protection holes,P:\Photos\Climbing Survey 2014\NTTE01.JPG,5.8+,0,2,Rappel/Lower,Yes,trad,NTTE01
-108.6607427,39.04638068,210,East Chimney,Monument Bench,1,3,Drilled angle visible with webbing empty holes,P:\Photos\Climbing Survey 2014\MBTE14.JPG,5.8+ A1,2,2,Rappel/Lower,Yes,aid,MBTE14
-108.6609627,39.04650772,160,Sandstone Sandwiche,Monument Bench,1,2,No anchor visible,P:\Photos\Climbing Survey 2014\MBTE15.JPG,5.9 A0,0,1,Rappel/Lower,Yes,aid,MBTE15
-108.6315344,39.02538506,90,Boogie Down,Devils Kitchen Trail,2,2,3-4 old drilled angles and bolts. Drilled angles on top for anchor.,P:\Photos\Climbing Survey 2014\DCTE06.JPG,5.9 A0,2,1,Rappel/Lower,Yes,aid,DCTE06
-108.7335116,39.1082417,50,"Balanced Rock, Backside",Hike From Road,1,1,"Empty holes, anchors on top",P:\Photos\Climbing Survey 2014\FCTS07.JPG,5.9 A1,2,1,Rappel/Lower,Yes,aid,FCTS07
-108.7138978,39.08586747,400,Pharoah Point - Chimney Tower,Monument Canyon Trail,1,3,"One set of anchors, 6 pitons at base",P:\Photos\Climbing Survey 2014\MCTN11.JPG,5.9 A1,2,1,Rappel/Lower,Yes,aid,MCTN11
-108.7186554,39.08885727,300,Dirty Old Man Tower,Monument Trail,2,3,"3 sets of anchors,",P:\Photos\Climbing Survey 2014\MCTS00.JPG,5.9 A1,0,3,Rappel/Lower,Yes,aid,MCTS00
-108.7354668,39.11041367,500,Book Of Pleasure,Road,3,5,"6 bolts for protection, 5 sets of anchors",P:\Photos\Climbing Survey 2014\FCBS12.JPG,5.9 A1+,10,4,Rappel/Lower,Yes,aid,FCBS12
-108.7234454,39.09556884,500,South Face,Monument Canyon Trail,1,4,Drilled angle for anchors x3 with webbing,P:\Photos\Climbing Survey 2014\MCBN46.JPG,5.9 A3,6,3,Rappel/Lower,Yes,aid,MCBN46
-108.7228078,39.09582436,500,South Face 2,Monument Canyon Trail,1,6,Drilled angle for anchors,P:\Photos\Climbing Survey 2014\MCBN49.JPG,5.9 A3+,8,4,Rappel/Lower,Yes,aid,MCBN49
-108.6843547,39.07025649,240,Oompah Tower -Ethan And The Chocolate  Factory,Liberty Cap To Monument Bench,1,3,3 anchor station 6 bolts,P:\Photos\Climbing Survey 2014\MBTE2.JPG,5.9 C1,6,2,Rappel/Lower,Yes,aid,MBTE2
-108.6994341,39.09093189,250,Irishmans Temple -Le Veuve Noire,Gold Star Canyon Trail,1,2,2 anchor sets visible,P:\Photos\Climbing Survey 2014\MBBN02.JPG,5.9 C1+,4,3,Rappel/Lower,Yes,aid,MBBN02
-108.7124112,39.08111331,220,Rainbow Tower,Monument Canyon Trail,1,3,3 anchors; obvious piton scars,P:\Photos\Climbing Survey 2014\MCTE05.JPG,5.9 C1+,4,2,Rappel/Lower,Yes,aid,MCTE05
-108.7052973,39.10168116,90,Lurhs Route,Monument Canyon Trail,5,1,2 bolts for protection 2 bolts for anchors with chains,P:\Photos\Climbing Survey 2014\MCBS06.JPG,5.9+,2,1,Rappel/Lower,Yes,mixed,MCBS06
-108.7080283,39.10121092,70,Out Of The Fire And Into The Frying Pan,Monument Canyon Trail,3,1,2 protection very old 2 bolts for anchors,P:\Photos\Climbing Survey 2014\MCBS15.JPG,5.9+,2,1,Rappel/Lower,No,mixed,MCBS15
-108.6934177,39.08920969,30,Uncle Sam,Gold Star Canyon Access,2,1,3 bolts and anchors with chains,P:\Photos\Climbing Survey 2014\GSBW04.JPG,5.9+,2,1,Rappel/Lower,Yes,sport,GSBW04
-108.7052609,39.10168,115,Circle Square Triangle,Monument Canyon Trail,5,1,2 sets of anchors and 12 protection bolt,P:\Photos\Climbing Survey 2014\MCBS05.JPG,5.9+,4,1,Rappel/Lower,Yes,sport,MCBS05
-108.6577183,39.01731374,40,Two Cents Worth,N/A,1,1,Short pillar face crack.,P:\Photos\Climbing Survey 2014\NTBS19.JPG,5.9+,0,1,Walk off,No,trad,NTBS19
-108.6667803,39.05603264,85,Steppin' On It,Liberty Cap,4,1,"1 piton, 2 bolt anchors with chains",P:\Photos\Climbing Survey 2014\LCBN08.JPG,5.9+,2,1,Rappel/Lower,Yes,trad,LCBN08
-108.677125,39.0685946,100,The Warmup,Liberty Cap To Monument Bench,3,1,Two bolts at top,P:\Photos\Climbing Survey 2014\TTBE07.JPG,5.9+,2,1,Rappel/Lower,Yes,trad,TTBE07
-108.6630872,39.01354965,100,22Nd Day,No Thoroughfare Trail,1,1,Webbing around tree,P:\Photos\Climbing Survey 2014\NTBE20.JPG,5.9+,0,1,Rappel/Lower,No,trad,NTBE20
-108.6648227,39.01379797,60,Cinco De Mayo,No Thoroughfare Trail,1,1,Two bolt anchor and chains,P:\Photos\Climbing Survey 2014\NTBE26.JPG,5.9+,2,1,Rappel/Lower,Yes,trad,NTBE26
-108.646738,39.02908619,60,Sunken Curve  Corner,Bushwack,1,1,Rap off tree at top,P:\Photos\Climbing Survey 2014\NTBN20.JPG,5.9+,0,1,Rappel/Lower,No,trad,NTBN20
-108.7228664,39.09610577,350,Ottos Route,Monument Canyon Trail,5,4,Drilled angle and bolts for protection  4 anchor station,P:\Photos\Climbing Survey 2014\MCBN42.JPG,5.9+,8,2,Rappel/Lower,Yes,trad,MCBN42
-108.7235363,39.0959126,400,Geezer Highway,Monument Canyon Trail,1,6,Drilled angle for anchors x3 with webbing,P:\Photos\Climbing Survey 2014\MCBN44.JPG,5.9+,6,2,Rappel/Lower,Yes,trad,MCBN44
-108.6922622,39.08466164,100,Bottle Top Bouncing Betty,Gold Star Canyon Access,2,1,2 bolts for anchors,P:\Photos\Climbing Survey 2014\GSTE05.JPG,5.9+,2,2,Rappel/Lower,Yes,trad,GSTE05
-108.7333439,39.11600051,60,Special Verdict,Hike From Road,2,1,"Drilled angle for anchors, webbing visible",P:\Photos\Climbing Survey 2014\FCBS04.JPG,5.9+,2,1,Rappel/Lower,Yes,trad,FCBS04
-108.705802,39.10176191,100,Carter Route,Monument Canyon Trail,5,1,2 bolts for anchors,P:\Photos\Climbing Survey 2014\MCBS11.JPG,5.9+,2,1,Rappel/Lower,Yes,trad,MCBS11
-108.7136753,39.09955666,40,Short Route,Monument Canyon Trail,1,1,2 bolts for anchors,P:\Photos\Climbing Survey 2014\MCBS23.JPG,5.9+,2,1,Rappel/Lower,Yes,trad,MCBS23
-108.6667638,39.05598763,200,Kb Traverse,Liberty Cap,1,2,4 pitons. shares anchors with steppin',P:\Photos\Climbing Survey 2014\LCBN09.JPG,unknown,0,1,Rappel/Lower,Yes,aid,LCBN09
-108.6609617,39.04647992,100,Unknown Thin,Monument Bench,1,2,One bolt visible and piton scar,P:\Photos\Climbing Survey 2014\MBTE16.JPG,unknown,2,2,Rappel/Lower,Yes,aid,MBTE16
-108.706521,39.04002654,350,Unknown02,Upper Ute,1,3,Aid line with obvious piton scars. assumed it tops out.,P:\Photos\Climbing Survey 2014\UTBS02.JPG,unknown,0,3,Rappel/Lower,Yes,aid,UTBS02
-108.7136699,39.08594448,150,Unknown,Monument Canyon Trail,1,3,3 sets of anchors,P:\Photos\Climbing Survey 2014\MCTN10.JPG,unknown,6,2,Rappel/Lower,Yes,aid,MCTN10
-108.7373523,39.10856003,100,Unknown,Hike From Balanced Rock,1,1,3 bolts for protection and webbing visible for anchor,P:\Photos\Climbing Survey 2014\FCBE09.JPG,unknown,2,1,Rappel/Lower,Yes,aid,FCBE09
-108.748669,39.11620815,300,Unknown,Kodel's Canyon Trail,1,2,2 sets of bolted anchors,P:\Photos\Climbing Survey 2014\KCTS03.JPG,unknown,4,2,Rappel/Lower,Yes,aid,KCTS03
-108.6314017,39.0252346,75,Unknown,Devils Kitchen Trail,1,1,Chopped route empty holes,P:\Photos\Climbing Survey 2014\DKTN01.JPG,unknown,2,1,Rappel/Lower,No,aid,DKTN01
-108.7084037,39.10121481,200,Route 1,Monument Canyon Trail,1,2,2 sets ofanchors,P:\Photos\Climbing Survey 2014\MCBS17.JPG,unknown,4,1,Rappel/Lower,Yes,aid,MCBS17
-108.7086094,39.10122353,300,The Binge,Monument Canyon Trail,1,4,3 sets ofanchors pin scars visible,P:\Photos\Climbing Survey 2014\MCBS18.JPG,unknown,6,3,Rappel/Lower,Yes,aid,MCBS18
-108.7088665,39.10132539,300,Da Nada,Monument Canyon Trail,1,3,Very bad piton scars 2 sets ofanchors,P:\Photos\Climbing Survey 2014\MCBS20.JPG,unknown,4,3,Rappel/Lower,Yes,aid,MCBS20
-108.6914411,38.9925243,70,Acrylic Tower,Upper No Thoroughfare Trail,1,1,One Set of anchors at top,P:\Photos\Climbing Survey 2014\NTTN27.JPG,unknown,2,1,Rappel/Lower,Yes,aid,NTTN27
-108.6340468,39.0243455,100,Unknown3,No Thoroughfare Trail,1,1,Estimated difficulty. thin seam with piton scars,,unknown,0,2,Walk off,No,aid,NTBN07
-108.6550126,39.01827306,85,Unknown,No Thoroughfare Trail,1,1,One set of anchors on top,,unknown,2,1,Rappel/Lower,Yes,aid,NTBT29
-108.6993139,39.09149716,300,Unknown,Gold Star Canyon Trail,1,2,One protection bolt visible could be 300ft long,P:\Photos\Climbing Survey 2014\MBNN03.JPG,unknown,0,1,Rappel/Lower,Yes,aid,MBNN03
-108.7177414,39.07903523,75,Unknown,Monument Canyon Trail,1,1,"6 pitons, 2 bolts",P:\Photos\Climbing Survey 2014\MCBS55.JPG,unknown,0,1,Rappel/Lower,Yes,aid,MCBS55
